Title,Link,Company,Location,City,Is_Recent,Type,Experience_Type,Years_Of_Experience,Skills_Count,Skills_Set
Purchasing specialist/ Logistics,https://wuzzuf.net/jobs/p/l6Vx4CcsFY7K-Purchasing-specialist-Logistics-AKA-Group-Red-Sea-Egypt?o=730&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,AKA Group,"Hurghada, Red Sea, Egypt ",Egypt,True,Full Time,Experienced,5,10,"['Administration', 'Logistics/Supply Chain', 'Purchasing/Procurement', 'Chain Management', 'Communication', 'Logistics', 'Management', 'Procurement', 'Purchasing', 'Purchasing Specialist']"
Senior Director – Hotel IT Operations & MEA,https://wuzzuf.net/jobs/p/urFrBV9CAbeA-Senior-Director-–-Hotel-IT-Operations-MEA-Kempinski-Hotels-Dubai-United-Arab-Emirates?o=731&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Kempinski Hotels,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'information technology (it)', 'management', 'computer science', 'microsoft office', 'accounting', 'maintenance', 'hospitality']"
Solution Selling Intern,https://wuzzuf.net/jobs/p/xdvvkc8XAKLR-Solution-Selling-Intern-Hilti-Mexicana-Doha-Qatar?o=732&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Hilti Mexicana,"Doha, Qatar ",Qatar,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'sales', 'sales skills', 'information technology (it)', 'computer science', 'english', 'communication skills', 'software']"
Solution Selling Intern,https://wuzzuf.net/jobs/p/orq2IutTWOey-Solution-Selling-Intern-Hilti-España-Doha-Qatar?o=733&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Hilti España,"Doha, Qatar ",Qatar,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'sales', 'sales skills', 'information technology (it)', 'computer science', 'english', 'communication skills', 'software']"
Solution Selling Intern,https://wuzzuf.net/jobs/p/GVK2aVLI2y67-Solution-Selling-Intern-Hilti-France-Doha-Qatar?o=734&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Hilti France,"Doha, Qatar ",Qatar,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'sales', 'sales skills', 'information technology (it)', 'computer science', 'english', 'communication skills', 'software']"
Personal Assistant,https://wuzzuf.net/jobs/p/G9828ST2WZe5-Personal-Assistant-SEA-Ventures-Jeddah-Saudi-Arabia?o=735&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,SEA Ventures,"Jeddah, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Administration', 'Customer Service/Support', 'Operations/Management', 'Administration', 'Office Management', 'Microsoft Office', 'Secretary', 'Admin', 'Personal Assistant', 'Admin Assistant']"
Key Account Specialist - FMCG/Retail,https://wuzzuf.net/jobs/p/r643UtRvjpix-Key-Account-Specialist---FMCGRetail-ManpowerGroup-Middle-East-Dubai-United-Arab-Emirates?o=736&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ManpowerGroup Middle East,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Customer Care', 'Sales Target', 'Customer Support', 'Outdoor Sales']"
"Coordinator, Projects",https://wuzzuf.net/jobs/p/n8AiCfnBwbHO-Coordinator-Projects-ADNOC-Abu-Dhabi-National-Oil-Company-Abu-Dhabi-United-Arab-Emirates?o=737&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ADNOC (Abu Dhabi National Oil Company),"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Administration', 'Microsoft Office', 'Project Coordination', 'Information Technology (IT)', 'Engineering', 'Localization']"
Business Analyst I Al Futtaim Automotive I Toyota,https://wuzzuf.net/jobs/p/JalWkSi7xheW-Business-Analyst-I-Al-Futtaim-Automotive-I-Toyota-Al-Futtaim-Group---Other-locations-Dubai-United-Arab-Emirates?o=738&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Al Futtaim Group - Other locations,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'indoor sales', 'outdoor sales', 'sales', 'sales skills', 'automotive', 'management', 'retail']"
Fulfillment Center Supervisor,https://wuzzuf.net/jobs/p/AEtRUtMi4GMl-Fulfillment-Center-Supervisor-Afaq---Warehouse-Branch-Riyadh-Saudi-Arabia?o=739&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Afaq - Warehouse Branch,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Customer Service', 'Customer Support', 'Call Center', 'Customer Care', 'Management', 'Operations', 'Supervisor']"
Marketing Director,https://wuzzuf.net/jobs/p/MYx138QcTwrR-Marketing-Director-Nile-Development-Cairo-Egypt?o=740&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Nile Development,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,,1,11,"['males_only', 'Creative/Design/Art', 'Marketing/PR/Advertising', 'Creative', 'Marketing', 'media', 'Online Marketing', 'business', 'Administration', 'Leadership', 'Management']"
Talent Acquisition Specialist,https://wuzzuf.net/jobs/p/1ainCeDeFcli-Talent-Acquisition-Specialist-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=741&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Business Development', 'Human Resources', 'Sales/Retail', 'Human Resources (HR)', 'Recruitment', 'Talent Acquisition', 'Interviewing', 'Microsoft Office', 'HR', 'Screening']"
Director Administration/Procurement Affairs,https://wuzzuf.net/jobs/p/gHyhmDAvREah-Director-AdministrationProcurement-Affairs-Arthur-Lawrence-Dubai-United-Arab-Emirates?o=742&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Arthur Lawrence,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'Operations/Management', 'Purchasing/Procurement', 'administration', 'microsoft office', 'procurement', 'logistics', 'management', 'education', 'business']"
Project Engineer,https://wuzzuf.net/jobs/p/CjPzmgToNZNq-Project-Engineer-Olam-SVI-Giza-Egypt?o=743&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Olam SVI,"6th of October, Giza, Egypt ",Egypt,True,Full Time,Experienced,3,11,"['males_preferred', 'Project/Program Management', 'Engineering - Mechanical/Electrical', 'Engineering', 'Electrical', 'Mechanical', 'Mechatronics', 'Project Management', 'Project Planning', 'Projects', 'Project Management Professional']"
Load Planner,https://wuzzuf.net/jobs/p/SPXvB2p5dU0N-Load-Planner-Etihad-Airways-Abu-Dhabi-United-Arab-Emirates?o=744&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Etihad Airways,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Logistics/Supply Chain', 'Manufacturing/Production', 'Education/Teaching', 'supply chain', 'logistics', 'erp', 'planning', 'education', 'production', 'management']"
senior logistics specialist,https://wuzzuf.net/jobs/p/W2dyiYwdkcaQ-senior-logistics-specialist-Giza-Egypt?o=745&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"6th of October, Giza, Egypt ",Egypt,True,Full Time,Experienced,7,6,"['Engineering - Construction/Civil/Architecture', 'Engineering - Telecom/Technology', 'Logistics', 'Supply Chain', 'Transport', 'Fleet Management']"
SAP FI-CO Consultant,https://wuzzuf.net/jobs/p/LqIpGCAvNo3M-SAP-FI-CO-Consultant-Talaat-Moustafa-Group-Giza-Egypt?o=746&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Talaat Moustafa Group,"Dokki, Giza, Egypt ",Egypt,True,Full Time,Experienced,3,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'SAP', 'Information Technology (IT)', 'Oracle Database Administration', 'Integration', 'MM Module', 'Confuguration', 'Configuration']"
Receivables Accountant 6-month contract,https://wuzzuf.net/jobs/p/f5KmpIPhr8vG-Receivables-Accountant-6-month-contract-Huda-Beauty-Dubai-United-Arab-Emirates?o=747&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Huda Beauty,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'Administration', 'Logistics/Supply Chain', 'Microsoft Office', 'English', 'Accounting', 'Admin', 'Administration', 'Computer Science', 'Finance']"
Housekeeper to clean and cook,https://wuzzuf.net/jobs/p/23aZ9g18fRqi-Housekeeper-to-clean-and-cook-GreatAuPair-LLC-Riyadh-Saudi-Arabia?o=748&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,"GreatAuPair, LLC","Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Administration', 'Hospitality/Hotels/Food Services', 'Operations/Management', 'hospitality', 'hotels', 'housekeeping', 'management', 'cooking', 'kitchen', 'food']"
Laundry Supervisor,https://wuzzuf.net/jobs/p/seDcPmqOa9ng-Laundry-Supervisor-Rotana-Hotel-Management-Corporation-Jeddah-Saudi-Arabia?o=749&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Rotana Hotel Management Corporation,"Jeddah, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Administration', 'Hospitality/Hotels/Food Services', 'Operations/Management', 'business', 'communication skills', 'computer skills', 'electrical engineering', 'laundry equipment', 'management', 'operations']"
Production Engineer,https://wuzzuf.net/jobs/p/7yG7mUKPY4D2-Production-Engineer-Target-Recruitment-HR-Solutions-Alexandria-Egypt?o=750&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Target Recruitment  & HR Solutions,"Smouha, Alexandria, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Engineering - Construction/Civil/Architecture', 'Manufacturing/Production', 'Engineering - Other', 'Leadership', 'Engineering', 'Production Engineering', 'Supply Chain', 'Supply Management', 'Manufacturing', 'MS Office']"
Executive Sous Chef,https://wuzzuf.net/jobs/p/rx4uhREqhHuM-Executive-Sous-Chef-Rotana-Hotel-Management-Corporation-Dubai-United-Arab-Emirates?o=751&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Rotana Hotel Management Corporation,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Hospitality/Hotels/Food Services', 'Operations/Management', 'Analyst/Research', 'Chef', 'Hospitality', 'Hotels', 'Microsoft Office', 'Culinary Science', 'Kitchen', 'Restaurant Management Software']"
"ETIC, Business Analyst- Senior Associate",https://wuzzuf.net/jobs/p/O8qLnX87l0h0-ETIC-Business-Analyst--Senior-Associate-PricewaterhouseCoopers-Cairo-Egypt?o=752&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,PricewaterhouseCoopers,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Software Development', 'Computer Engineering', 'Software']"
National_Financial Analyst,https://wuzzuf.net/jobs/p/ubzeGPLDcG12-NationalFinancial-Analyst-Dubai-Festival-City-Cairo-Egypt?o=753&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Dubai Festival City,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'Project/Program Management', 'Analyst/Research', 'Finance', 'Financial Analysis', 'Accounting', 'Microsoft Office', 'Commerce', 'Analysis', 'Financial Management']"
Housekeeping - Housekeeping Attendant,https://wuzzuf.net/jobs/p/Zqtq1OawuiK1-Housekeeping---Housekeeping-Attendant-Rotana-Hotel-Management-Corporation-Jeddah-Saudi-Arabia?o=754&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Rotana Hotel Management Corporation,"Jeddah, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Administration', 'Hospitality/Hotels/Food Services', 'Operations/Management', 'Housekeeping', 'Hospitality', 'Administration', 'Hotels', 'Operations', 'Management', 'Maintenance']"
Female Sales Executive,https://wuzzuf.net/jobs/p/Z5p3kIuAgvAX-Female-Sales-Executive-Pyramids-Expo-Giza-Egypt?o=755&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Pyramids Expo,"Giza, Giza, Egypt ",Egypt,True,Full Time,Experienced,2,6,"['Sales/Retail', 'Telemarketing', 'Telesales', 'Sales Executive', 'Sales', 'Exhibition Management']"
Customer Service Team Member,https://wuzzuf.net/jobs/p/dHl4wn4HnFBP-Customer-Service-Team-Member-Fleet-Farm-Alexandria-Egypt?o=756&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Fleet Farm,"Alexandria, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Tourism/Travel', 'Customer Service', 'Customer Support', 'Customer Care', 'Call Center', 'Offshore', 'English', 'Management']"
Front Office Agent,https://wuzzuf.net/jobs/p/kghyCokaOSGi-Front-Office-Agent-Mandarin-Oriental-Hotel-Group-Limited-Dubai-United-Arab-Emirates?o=757&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Mandarin Oriental Hotel Group Limited,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'Customer Service/Support', 'Hospitality/Hotels/Food Services', 'Administration', 'Office Management', 'Customer Service', 'Microsoft Office', 'Admin', 'Customer Care', 'Customer Support']"
Digital and International Sales Associate,https://wuzzuf.net/jobs/p/qxI22GFzV8za-Digital-and-International-Sales-Associate-Azza-Fahmy-Jewellery-Cairo-Egypt?o=758&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Azza Fahmy Jewellery,"Zamalek, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Client Relations', 'Customer Care', 'International Sales', 'Digital Sales', 'Ecommerce', 'order management', 'Sales Operations']"
"Director, Food and Beverage - Atlantis The Palm",https://wuzzuf.net/jobs/p/HnWqtsBBKqIZ-Director-Food-and-Beverage---Atlantis-The-Palm-Atlantis-Dubai-United-Arab-Emirates?o=759&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Atlantis,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Hospitality/Hotels/Food Services', 'Operations/Management', 'Sales/Retail', 'Management', 'Sales', 'Food &amp; Beverage', 'Hospitality', 'Operations', 'Food', 'Hotels']"
Director of Innovation,https://wuzzuf.net/jobs/p/U58g23IN0FS5-Director-of-Innovation-GEMS-Group-Holdings-Limited-Cairo-Egypt?o=760&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,GEMS Group Holdings Limited,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'marketing', 'design', 'graphic design', 'sales', 'management', 'education', 'teaching']"
Finance Officer,https://wuzzuf.net/jobs/p/oEt4VBzYoY8o-Finance-Officer-Etihad-Aviation-Group-Abu-Dhabi-United-Arab-Emirates?o=761&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Etihad Aviation Group,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'Operations/Management', 'C-Level Executive/GM/Director', 'Finance', 'Accounting', 'Financial Analysis', 'Financial Management', 'Economics', 'English', 'Microsoft Office']"
Project Coordinators,https://wuzzuf.net/jobs/p/C07shDEtVWNf-Project-Coordinators-Dautom-Dubai-United-Arab-Emirates?o=762&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Dautom,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Administration', 'Microsoft Office', 'Project Coordination', 'Information Technology (IT)', 'Engineering', 'Localization']"
National_Financial Analyst,https://wuzzuf.net/jobs/p/MN7IOtdwVRZj-NationalFinancial-Analyst-Al-Futtaim-Private-Company-LLC-Cairo-Egypt?o=763&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Al Futtaim Private Company LLC,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'Project/Program Management', 'Analyst/Research', 'Finance', 'Financial Analysis', 'Accounting', 'Microsoft Office', 'Commerce', 'Analysis', 'Financial Management']"
Senior Business Development Executive,https://wuzzuf.net/jobs/p/dUbCCu2JPY9Q-Senior-Business-Development-Executive-Rayman-Consulting-Recruiting-Cairo-Egypt?o=764&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Rayman Consulting & Recruiting,"Zamalek, Cairo, Egypt ",Egypt,True,Full Time,Experienced,2,10,"['Business Development', 'Sales/Retail', 'Business Development', 'CRM', 'Customer Support', 'Sales', 'Sales Target', 'Development', 'Management', 'sales skills']"
AVP- Regulatory Compliance Enterprise,https://wuzzuf.net/jobs/p/HBneg2ya4Rug-AVP--Regulatory-Compliance-Enterprise-First-Gulf-Bank-PJSC-Abu-Dhabi-United-Arab-Emirates?o=765&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'security', 'finance', 'compliance', 'project management']"
Services Supply Chain Project Expert • Logistics,https://wuzzuf.net/jobs/p/KpvuiqRVT0Ql-Services-Supply-Chain-Project-Expert-•-Logistics-Schneiderelectricrepair-Cairo-Egypt?o=766&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Schneiderelectricrepair,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'supply chain', 'logistics', 'purchasing', 'procurement', 'sales', 'operations', 'english']"
Outgoing Tour Operator,https://wuzzuf.net/jobs/p/beg5zwgTiWLW-Outgoing-Tour-Operator-Safa-International-Travel-Giza-Egypt?o=767&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Safa International Travel,"Dokki, Giza, Egypt ",Egypt,True,Full Time,Experienced,1,10,"['Customer Service/Support', 'Sales/Retail', 'Tourism/Travel', 'Management', 'Travel', 'Tourism', 'Customer Support', 'Customer Service', 'Tour Operator', 'Travel Sales']"
Senior Officer- Consumer Banking Account Maintenance,https://wuzzuf.net/jobs/p/ilIsRkfdhVe6-Senior-Officer--Consumer-Banking-Account-Maintenance-First-Gulf-Bank-PJSC-Abu-Dhabi-United-Arab-Emirates?o=768&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'accounting', 'finance', 'microsoft office', 'financial management', 'banking', 'management', 'retail']"
AFCAP V UAE: Administrative Assistant,https://wuzzuf.net/jobs/p/bYRB1pcQgJn3-AFCAP-V-UAE-Administrative-Assistant-KBR-Inc-Abu-Dhabi-United-Arab-Emirates?o=769&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,KBR Inc.,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'IT/Software Development', 'Engineering - Telecom/Technology', 'administration', 'microsoft office', 'office management', 'admin', 'communication skills', 'assistant', 'administrative']"
D365 FO SCM Functional,https://wuzzuf.net/jobs/p/O4HeJ2IzQExh-D365-FO-SCM-Functional-DXC-technology-Dubai-United-Arab-Emirates?o=770&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,DXC.technology,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'd365', 'erp', 'ax', 'microsoft dynamics', 'supply chain']"
Planning Engineer,https://wuzzuf.net/jobs/p/T64vfg5ykwlQ-Planning-Engineer-Midea-Egypt-Suez-Egypt?o=771&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Midea Egypt,"Ain Sokhna, Suez, Egypt ",Egypt,True,Full Time,Experienced,2,10,"['Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Engineering', 'Planning Engineer', 'Project Management', 'Planning', 'engineer', 'Communication', 'demand', 'Inventory Management']"
